age,gender,annual_income,monthly_income,employment_status,employment_duration,existing_debt,monthly_expenses,savings,loan_amount,loan_purpose,loan_term,existing_loans,credit_history_length,previous_defaults,late_payments,payment_behaviour,credit_utilization,outstanding_credit_balance,target
34,female,55365.73,4613.81,contract,7.3,219.47,3017.85,3859.43,22437.03,business,60,0,14.8,0,0,consistent,0.434,104.67,1
34,male,22056.92,1838.08,employed,6.2,18460.72,992.89,2867.39,12454.82,education,60,2,16.0,0,0,consistent,0.593,4998.04,0
34,female,23592.59,1966.05,self_employed,4.7,0.0,970.19,3345.52,7715.13,medical,48,1,11.0,0,0,irregular,0.371,0.0,1
53,female,46818.94,3901.58,contract,5.3,861.07,1677.36,3140.54,28354.42,home,48,2,30.9,0,0,minor_delays,0.282,570.27,1
64,male,61784.72,5148.73,employed,10.7,0.0,3874.43,10532.77,17241.81,home,36,4,41.1,0,2,consistent,0.245,0.0,1
64,female,46185.55,3848.8,employed,5.5,18028.25,1716.26,3456.32,27436.01,debt_consolidation,36,6,41.5,1,2,consistent,0.272,15442.9,1
56,female,78255.51,6521.29,self_employed,3.9,0.0,3368.33,9324.52,35107.75,auto,60,0,33.2,0,0,consistent,0.178,0.0,1
30,male,54740.26,4561.69,self_employed,3.2,13380.75,2472.61,4444.89,22726.76,debt_consolidation,48,3,8.0,0,1,minor_delays,0.676,6170.46,0
67,female,36909.67,3075.81,retired,3.3,32674.29,1873.13,9025.87,20944.03,medical,36,1,43.4,0,0,consistent,0.288,12977.11,0
47,male,54769.5,4564.12,student,0.0,33081.21,3425.21,11292.69,52202.67,auto,60,2,26.0,0,1,consistent,0.303,20668.95,0
47,female,67872.36,5656.03,employed,2.5,0.0,3359.28,15086.57,19277.22,business,12,1,24.6,0,0,consistent,0.388,0.0,1
54,not_specified,70447.0,5870.58,employed,11.5,16580.92,4969.59,24649.65,5003.99,home,60,6,34.0,1,2,consistent,0.19,10656.22,1
57,female,110837.86,9236.49,employed,4.7,1132.34,6811.71,12980.83,13906.52,debt_consolidation,60,2,33.4,0,0,consistent,0.817,381.14,1
66,male,44608.36,3717.36,employed,8.3,0.0,3077.74,18327.76,34068.53,education,36,1,44.7,0,2,consistent,0.413,0.0,1
48,female,60089.55,5007.46,employed,0.0,11638.36,3797.27,1760.57,2764.16,auto,12,0,26.0,0,0,irregular,0.668,2932.78,1
50,male,73079.22,6089.94,employed,7.8,27739.49,2647.42,3171.45,8722.94,home,48,2,31.4,0,1,poor,0.62,15652.55,1
56,male,61391.0,5115.92,self_employed,4.9,20195.91,4642.28,785.17,29170.69,education,24,3,39.9,0,1,minor_delays,0.288,7067.35,1
33,female,48983.93,4081.99,self_employed,3.6,4418.31,3258.88,861.05,14012.17,home,72,6,14.2,1,0,consistent,0.18,3633.71,0
35,male,21719.31,1809.94,employed,6.2,21460.41,1224.34,7995.68,15787.3,business,12,3,15.1,2,1,irregular,0.392,16433.39,0
51,female,48718.3,4059.86,student,3.5,0.0,1803.31,1483.04,28807.1,business,36,3,28.6,0,1,consistent,0.591,0.0,1
24,female,34083.74,2840.31,student,0.0,3964.65,1273.68,4710.16,9114.97,personal,12,2,3.5,0,0,consistent,0.088,1104.9,1
36,female,17108.23,1425.69,self_employed,9.2,3113.3,998.22,9167.97,845.37,education,60,7,11.4,0,1,minor_delays,0.261,1596.37,1
55,male,41312.35,3442.7,employed,6.5,13939.85,2021.66,8695.62,1722.25,debt_consolidation,36,2,34.8,0,1,consistent,0.483,4546.4,1
67,female,34775.62,2897.97,employed,4.2,10566.06,2130.7,584.4,23399.58,business,60,1,43.8,0,2,consistent,0.649,2436.98,0
45,male,77178.45,6431.54,employed,1.6,11302.35,3616.35,173.66,19850.45,business,72,1,24.2,0,0,minor_delays,0.241,5444.66,0
40,male,77628.39,6469.03,employed,0.0,10903.37,4155.2,2807.28,9381.77,debt_consolidation,48,2,23.0,1,1,consistent,0.63,4575.19,1
42,female,38499.14,3208.26,unemployed,6.4,13268.89,1466.61,23161.61,4253.29,education,36,4,15.9,1,0,consistent,0.332,11182.35,1
53,female,55234.06,4602.84,employed,12.0,19481.57,2018.18,280.38,14023.7,home,24,2,27.6,0,1,consistent,0.603,16525.23,1
47,male,13685.69,1140.47,employed,6.3,14791.97,500.0,814.81,29281.69,business,60,3,27.9,0,0,poor,0.042,12637.94,0
22,female,49147.16,4095.6,employed,0.0,9587.78,3346.9,4244.21,7806.0,debt_consolidation,36,2,3.2,0,1,consistent,0.598,2013.75,0
46,female,72373.53,6031.13,self_employed,6.4,17820.98,4020.17,1870.55,9710.48,debt_consolidation,60,3,27.8,1,1,consistent,0.323,10037.15,0
40,female,83448.39,6954.03,unemployed,5.3,22913.48,6188.19,2355.54,3904.26,home,60,3,16.7,0,2,consistent,0.51,4875.24,1
54,female,43460.78,3621.73,employed,9.0,6327.69,2814.84,4608.92,12958.46,debt_consolidation,48,1,29.7,0,2,consistent,0.582,3942.98,1
63,male,89348.23,7445.69,contract,7.9,12287.17,5868.65,28567.15,20718.87,personal,48,3,37.0,0,0,consistent,0.33,6830.36,1
67,female,22592.01,1882.67,employed,0.0,26942.88,1205.21,10149.85,40266.86,business,72,2,45.0,0,0,irregular,0.293,13505.54,0
50,male,29561.68,2463.47,employed,7.7,0.0,2007.26,41.01,19395.6,debt_consolidation,48,6,30.9,0,1,minor_delays,0.302,0.0,1
38,male,80451.21,6704.27,employed,1.5,34656.43,5946.53,4047.79,16409.54,home,48,4,19.2,0,0,irregular,0.421,9475.37,1
42,not_specified,105449.15,8787.43,employed,0.0,0.0,6690.68,7321.67,26492.3,personal,36,1,24.5,1,2,consistent,0.776,0.0,0
29,male,74829.23,6235.77,employed,4.7,8855.62,2557.82,2677.5,24658.37,auto,36,3,8.9,0,1,minor_delays,0.409,3271.32,0
65,female,60951.1,5079.26,employed,7.1,1597.72,3662.56,23197.87,10645.73,auto,36,1,44.2,0,1,poor,0.618,519.55,0
61,female,12000.0,1000.0,self_employed,0.0,39255.12,500.0,9546.88,42322.66,auto,72,2,41.9,0,0,consistent,0.482,31243.14,0
61,female,12000.0,1000.0,self_employed,8.3,6959.8,500.0,1473.55,16731.78,home,48,3,34.3,0,0,consistent,0.187,1530.74,0
36,male,65364.65,5447.05,self_employed,8.6,6989.91,4057.8,319.25,19600.13,home,60,3,8.5,0,0,minor_delays,0.117,2464.03,1
36,male,52690.37,4390.86,employed,5.7,8551.02,3626.1,3691.99,23064.83,debt_consolidation,12,4,11.3,0,0,minor_delays,0.762,7199.3,1
62,female,33248.29,2770.69,employed,2.0,14147.23,1220.6,13348.22,20804.6,business,60,2,40.2,0,1,consistent,0.874,11462.02,1
47,male,63703.85,5308.65,student,1.6,9058.7,2082.4,7369.89,33779.37,debt_consolidation,36,2,27.8,0,2,irregular,0.166,4064.36,1
54,female,64993.42,5416.12,unemployed,9.6,11405.36,4632.5,1137.32,10511.0,auto,48,2,30.7,1,1,consistent,0.276,8703.3,0
44,male,86554.81,7212.9,employed,0.0,0.0,3068.07,22969.41,25617.2,personal,12,1,22.3,0,2,poor,0.375,0.0,1
42,female,65551.66,5462.64,employed,9.8,13685.92,2021.17,547.27,18810.25,home,60,3,20.2,0,0,minor_delays,0.271,8872.56,0
51,female,93938.25,7828.19,self_employed,4.8,13213.68,5957.26,6264.14,27809.96,home,48,4,33.8,0,1,consistent,0.682,10811.82,1
60,male,62207.84,5183.99,employed,5.1,25462.83,4319.29,7164.0,14635.16,auto,36,4,38.9,0,1,consistent,0.341,13504.91,0
37,not_specified,59001.29,4916.77,contract,0.0,28708.73,3162.71,23438.87,13145.43,debt_consolidation,36,3,15.7,1,1,minor_delays,0.355,9095.39,1
59,male,89672.12,7472.68,employed,4.9,10747.5,4915.21,2496.79,25052.81,education,36,3,41.0,0,0,consistent,0.19,6503.97,1
32,female,36560.54,3046.71,employed,8.0,22794.75,1651.35,8136.49,20937.93,business,36,2,9.9,0,1,consistent,0.031,16497.05,1
40,male,135175.63,11264.64,contract,0.2,0.0,5473.76,2898.19,7976.76,debt_consolidation,24,1,21.3,1,0,minor_delays,0.77,0.0,1
64,female,71756.69,5979.72,employed,7.5,22208.11,4667.07,6713.74,31801.74,auto,36,1,41.6,0,0,poor,0.284,10335.5,1
66,female,71901.56,5991.8,employed,5.9,6130.29,4997.71,375.12,25057.6,auto,36,2,39.3,0,0,consistent,0.754,2445.1,1
65,male,75652.5,6304.37,contract,2.9,0.0,3360.92,8370.0,16183.75,medical,36,3,41.7,0,0,minor_delays,0.243,0.0,1
36,female,110805.55,9233.8,employed,8.9,10772.94,4673.01,340.78,11849.46,home,48,1,17.1,0,0,poor,0.192,4038.81,1
61,male,82605.19,6883.77,employed,0.0,29805.67,3460.06,4369.4,21005.44,auto,36,4,39.8,1,0,consistent,0.564,11026.42,1
65,female,20268.54,1689.05,employed,6.9,15172.07,639.88,1650.57,24265.34,personal,24,2,43.0,0,2,consistent,0.383,4971.21,0
67,male,98490.23,8207.52,employed,12.0,30957.86,4187.58,14394.77,500.0,debt_consolidation,60,0,45.0,0,3,consistent,0.534,14155.28,1
22,female,53136.69,4428.06,employed,11.3,4015.21,1614.56,1600.63,21132.49,business,36,3,0.0,1,0,consistent,0.102,2037.62,1
56,female,64786.03,5398.84,employed,7.1,25574.21,4315.79,2522.45,24178.1,business,48,0,34.0,0,0,consistent,0.529,18091.25,0
68,female,28739.4,2394.95,employed,4.3,5174.08,1187.6,6824.14,500.0,debt_consolidation,60,2,45.0,0,2,consistent,0.434,1425.05,0
57,male,75681.25,6306.77,unemployed,3.0,15703.94,4688.38,6247.8,19158.09,personal,60,2,39.5,0,0,consistent,0.657,7823.17,1
32,not_specified,45064.27,3755.36,self_employed,4.3,15600.19,2477.1,7386.64,24640.7,education,36,3,10.8,0,0,consistent,0.762,10303.72,1
57,female,64604.41,5383.7,self_employed,7.7,20937.9,4454.23,2036.18,23389.66,auto,36,0,34.6,0,1,consistent,0.741,12174.68,1
26,female,54613.43,4551.12,self_employed,2.3,16008.89,4084.25,12188.77,25826.93,auto,60,2,3.7,0,0,consistent,0.67,12031.88,0
44,male,112050.33,9337.53,contract,8.5,4129.79,5223.0,13363.04,13396.77,home,60,0,26.6,0,2,minor_delays,0.191,3405.51,1
51,female,113538.77,9461.56,employed,14.0,23563.68,3787.98,4428.48,5561.03,debt_consolidation,24,2,30.0,0,1,consistent,0.089,8221.83,1
42,female,63209.34,5267.45,retired,5.3,33779.88,4094.38,6795.6,500.0,medical,48,4,20.0,0,0,minor_delays,0.418,28241.73,0
54,female,63663.42,5305.29,self_employed,0.1,5994.36,1921.27,21276.92,29014.46,auto,60,2,32.8,0,1,consistent,0.331,4913.91,1
32,female,52290.48,4357.54,self_employed,0.1,0.0,2078.93,8114.16,24733.72,home,60,3,7.6,0,1,consistent,0.546,0.0,1
50,male,90756.16,7563.01,employed,8.6,18991.83,2876.61,5307.7,29853.38,medical,24,0,35.1,2,1,consistent,0.503,14610.88,1
51,female,53448.08,4454.01,contract,5.3,9025.84,3839.11,3369.84,9023.45,auto,36,1,33.1,0,3,irregular,0.602,5060.43,1
51,female,51045.23,4253.77,employed,9.0,11426.77,1501.66,8068.4,25842.2,debt_consolidation,36,3,30.1,0,0,minor_delays,0.68,8771.03,1
34,female,87443.41,7286.95,contract,3.4,19674.13,4597.07,7627.32,500.0,debt_consolidation,36,2,15.0,0,2,consistent,0.385,14236.44,1
35,female,48004.22,4000.35,student,8.8,7523.29,2366.93,20631.33,7435.57,personal,48,3,19.3,0,0,consistent,0.495,6572.96,1
33,male,61018.37,5084.86,employed,4.9,9773.78,3671.6,1290.27,18385.75,home,36,2,15.7,2,0,consistent,0.229,3467.47,0
43,male,20885.92,1740.49,employed,2.6,11798.57,896.62,2356.67,24295.28,home,36,1,17.9,0,0,poor,0.243,8438.88,0
49,male,80308.95,6692.41,student,3.9,30637.05,5675.21,3102.89,35469.14,auto,36,2,31.9,0,0,minor_delays,0.386,6425.42,1
38,not_specified,112462.54,9371.88,employed,0.7,13360.84,7203.01,587.95,14359.3,auto,60,1,13.2,0,1,consistent,0.66,11292.86,1
40,male,80751.86,6729.32,contract,13.5,0.0,4013.42,25426.22,7476.75,auto,60,5,17.6,0,1,consistent,0.263,0.0,1
34,male,100006.78,8333.9,employed,5.1,0.0,4617.6,16008.95,6911.36,personal,60,4,6.4,2,1,consistent,0.785,0.0,1
31,female,40001.34,3333.45,employed,8.1,14670.76,2716.95,17624.23,9433.69,home,60,2,9.3,0,0,minor_delays,0.492,11592.2,1
52,female,68144.43,5678.7,student,3.4,0.0,4438.04,8679.54,41431.29,debt_consolidation,72,3,31.4,0,2,consistent,0.339,0.0,1
60,male,37477.84,3123.15,self_employed,1.3,0.0,1803.4,8196.76,25325.61,personal,36,3,36.1,0,0,consistent,0.379,0.0,1
34,female,56078.1,4673.17,employed,4.6,20626.43,2544.93,10799.05,29237.85,debt_consolidation,24,0,15.7,0,0,consistent,0.226,9343.96,1
62,male,82077.5,6839.79,self_employed,9.9,21213.98,2545.54,4030.81,14371.16,personal,60,1,37.8,0,1,irregular,0.396,12490.48,1
48,male,64647.34,5387.28,employed,3.4,8582.36,2136.45,2085.19,16981.86,medical,48,4,29.1,0,1,consistent,0.19,6795.68,1
29,not_specified,25271.33,2105.94,employed,2.0,16523.91,801.8,8567.5,24691.91,education,36,3,9.6,0,1,consistent,0.698,13628.41,0
38,male,27809.24,2317.44,self_employed,6.1,15257.46,843.35,7059.44,11436.21,debt_consolidation,72,0,13.9,0,1,consistent,0.119,7924.84,1
21,male,26089.74,2174.14,student,7.5,20229.03,950.4,19411.77,13795.61,debt_consolidation,36,3,3.7,1,0,minor_delays,0.707,14243.34,0
22,male,74777.77,6231.48,self_employed,12.1,20257.0,5225.54,2826.14,9578.25,debt_consolidation,60,1,1.4,0,0,consistent,0.659,10676.53,0
37,female,115661.26,9638.44,employed,6.9,0.0,7758.47,994.87,12077.58,home,48,4,16.7,0,0,minor_delays,0.354,0.0,1
42,female,97423.91,8118.66,employed,8.1,10114.01,6754.54,19570.01,17538.76,education,12,1,18.9,0,0,minor_delays,0.632,7173.79,1
59,male,12704.38,1058.7,employed,8.4,19214.85,746.98,3890.48,7961.19,home,60,2,36.6,0,0,consistent,0.229,9643.87,0
27,female,98947.97,8245.66,employed,0.9,8074.52,5819.1,12994.42,20145.77,debt_consolidation,60,5,9.9,0,3,irregular,0.17,4430.33,1
61,male,86346.41,7195.53,unemployed,1.6,13434.43,3026.74,7208.01,20130.4,debt_consolidation,48,2,44.0,0,1,consistent,0.598,4409.06,1
32,female,21822.2,1818.52,employed,1.2,22008.4,1361.0,5127.21,15028.26,auto,48,3,8.4,1,1,minor_delays,0.29,18898.67,0
27,male,54116.76,4509.73,contract,0.2,13971.1,2298.23,4425.97,7897.94,debt_consolidation,24,3,0.3,0,1,consistent,0.154,5288.6,0
54,male,90483.58,7540.3,employed,8.7,31095.03,4870.84,30685.92,18154.59,education,24,2,33.2,1,0,consistent,0.507,10166.42,1
58,female,76311.27,6359.27,employed,6.7,26523.84,5686.41,14012.11,11446.05,debt_consolidation,12,5,41.5,1,0,consistent,0.737,13699.08,1
50,male,27963.53,2330.29,employed,5.8,11577.23,1972.01,10784.96,17512.54,auto,24,0,33.0,0,0,minor_delays,0.4,8200.3,0
26,male,77879.3,6489.94,unemployed,0.0,10623.45,3134.12,3203.0,29079.4,education,36,4,4.4,0,4,consistent,0.309,7201.57,1
26,male,12000.0,1000.0,employed,13.7,0.0,769.89,5166.14,3217.66,auto,36,1,4.7,0,2,minor_delays,0.37,0.0,1
39,female,56206.62,4683.89,employed,1.9,9081.97,1917.26,3962.61,40908.35,medical,24,1,20.5,0,0,consistent,0.374,3500.79,1
42,female,91586.88,7632.24,employed,13.7,0.0,2787.62,29180.04,16202.24,medical,36,4,23.0,0,0,minor_delays,0.204,0.0,1
68,male,62478.25,5206.52,employed,0.0,15654.75,1905.9,25578.74,21530.23,debt_consolidation,36,3,42.5,0,1,consistent,0.127,9741.32,1
34,male,49027.62,4085.64,employed,2.3,14834.45,1826.44,8476.14,8719.75,debt_consolidation,36,0,10.6,0,0,consistent,0.439,12905.54,1
30,female,85123.0,7093.58,retired,0.0,21350.27,5292.67,23405.07,29564.33,medical,72,3,9.9,1,2,consistent,0.03,17562.48,0
66,male,87343.55,7278.63,unemployed,6.9,29760.05,4054.81,2842.49,15618.11,business,72,4,43.5,0,2,minor_delays,0.379,16461.92,1
28,female,96061.03,8005.09,self_employed,1.1,12684.77,2874.52,9963.96,12664.7,personal,60,3,4.2,0,0,consistent,0.607,5891.88,0
22,not_specified,84732.9,7061.08,contract,1.2,40365.0,6447.98,9691.26,10669.33,debt_consolidation,12,1,0.0,0,1,consistent,0.334,19254.62,0
41,female,90115.74,7509.65,employed,0.0,15789.42,4911.5,5863.11,14046.59,personal,48,5,15.7,0,0,irregular,0.378,12068.65,1
40,male,81055.62,6754.64,student,8.6,0.0,3880.62,3216.86,21601.82,personal,24,4,21.6,0,1,consistent,0.537,0.0,1
50,female,68903.74,5741.98,employed,8.3,6255.14,3707.85,16389.15,18900.92,debt_consolidation,36,0,30.3,0,0,minor_delays,0.1,1431.71,1
63,female,64327.23,5360.6,employed,12.7,8527.04,3465.0,14428.13,16561.54,debt_consolidation,60,1,41.6,0,2,minor_delays,0.725,2156.93,1
65,male,55831.25,4652.6,employed,2.8,20105.53,2875.47,4534.28,9174.36,home,36,2,45.0,0,0,consistent,0.325,10795.63,1
34,female,30478.42,2539.87,unemployed,6.4,1633.0,1776.34,1740.64,8539.09,auto,60,0,11.1,0,0,consistent,0.341,935.1,1
68,female,37161.9,3096.83,employed,0.3,9424.29,2647.19,3494.38,11930.38,debt_consolidation,48,4,45.0,0,0,consistent,0.463,8221.99,1
51,male,54667.62,4555.64,employed,4.2,11067.52,2377.94,16543.86,22063.03,debt_consolidation,36,2,28.5,0,1,minor_delays,0.506,3306.43,0
24,female,68277.76,5689.81,employed,3.4,7622.55,3570.77,11192.95,24284.86,medical,24,3,5.0,0,0,irregular,0.668,5834.15,0
66,male,99461.13,8288.43,employed,7.4,22736.98,2918.17,2914.82,25767.49,debt_consolidation,60,3,43.5,0,2,consistent,0.306,18800.0,1
27,male,60913.27,5076.11,employed,9.6,20695.86,4264.41,9058.66,16983.86,medical,36,1,9.3,0,0,consistent,0.184,9609.88,1
49,female,88090.38,7340.87,self_employed,9.5,26998.81,3849.29,884.86,21219.18,debt_consolidation,12,0,29.0,0,0,consistent,0.439,8457.66,1
58,female,90062.21,7505.18,contract,2.1,9027.7,3787.41,9882.87,15147.04,medical,24,2,34.0,0,3,consistent,0.692,3362.09,0
32,male,55982.38,4665.2,self_employed,9.5,27430.33,4285.43,3845.45,500.0,home,72,2,10.4,0,2,consistent,0.53,18212.33,0
33,female,77461.95,6455.16,employed,5.3,0.0,4409.55,9861.45,14624.81,debt_consolidation,36,3,9.6,0,0,irregular,0.103,0.0,1
43,female,55668.27,4639.02,employed,4.2,0.0,1949.01,9337.79,12871.41,education,72,8,21.6,1,0,consistent,0.099,0.0,1
63,not_specified,96375.53,8031.29,retired,2.7,0.0,4026.48,1220.43,5570.5,debt_consolidation,48,3,44.4,0,1,consistent,0.686,0.0,1
31,male,78531.93,6544.33,employed,3.3,13110.54,3608.14,11566.97,10758.66,home,36,5,11.9,0,0,consistent,0.558,9913.07,0
52,female,31047.42,2587.29,employed,12.5,27428.54,2359.74,5537.13,18486.01,home,36,1,30.8,0,1,poor,0.619,19699.9,0
42,female,66199.64,5516.64,self_employed,6.7,5774.3,3284.91,33891.17,4534.29,business,60,1,22.5,1,0,consistent,0.598,1675.06,1
26,male,104850.92,8737.58,self_employed,6.2,7279.68,4204.32,8621.11,9181.36,business,36,3,6.6,1,1,minor_delays,0.368,5180.4,1
55,male,57287.99,4774.0,unemployed,4.5,10407.78,3221.24,5908.67,34026.92,debt_consolidation,12,3,34.4,0,1,minor_delays,0.264,6446.93,1
60,female,73640.59,6136.72,employed,15.3,19873.94,3563.67,2638.12,500.0,personal,36,4,37.8,0,1,minor_delays,0.306,4683.81,1
48,male,76192.85,6349.4,employed,10.7,7268.5,2421.2,6592.91,14985.0,debt_consolidation,60,2,29.1,0,2,consistent,0.588,2901.92,1
29,male,35047.8,2920.65,self_employed,2.6,6599.0,2455.46,2176.22,4170.6,medical,48,1,8.1,1,2,minor_delays,0.171,3274.23,0
28,female,75278.41,6273.2,self_employed,4.4,0.0,2251.71,8671.96,8732.0,business,36,0,3.8,0,1,consistent,0.543,0.0,1
41,male,25760.29,2146.69,employed,4.6,6139.35,1850.74,12272.37,14824.89,home,36,6,23.1,0,1,consistent,0.799,2003.69,0
45,male,45733.77,3811.15,student,6.1,27129.54,3054.1,8608.26,6136.66,auto,36,3,24.1,0,0,irregular,0.406,15438.29,1
47,male,89968.8,7497.4,employed,2.7,14091.11,2948.12,17552.02,23313.24,auto,60,1,32.8,0,2,minor_delays,0.357,12263.77,0
32,not_specified,71275.66,5939.64,employed,7.3,4121.75,4528.73,923.43,31862.66,business,24,4,11.0,0,1,consistent,0.27,1847.52,1
45,female,54083.58,4506.96,self_employed,11.3,27833.73,3557.96,1416.85,26258.46,education,72,4,22.0,0,1,minor_delays,0.585,8518.05,0
35,male,73607.99,6134.0,employed,0.2,5977.44,4252.79,18357.75,28270.74,auto,60,2,14.0,2,1,minor_delays,0.495,3156.7,0
53,female,60437.6,5036.47,employed,1.0,30039.47,3421.13,194.49,1822.91,business,36,3,33.5,0,1,irregular,0.175,15482.54,0
59,female,62327.04,5193.92,unemployed,3.6,29843.28,1964.97,1541.88,14326.22,debt_consolidation,60,0,35.0,0,2,minor_delays,0.397,25129.1,0
52,male,79077.28,6589.77,self_employed,3.8,13672.14,2529.9,10850.02,22141.63,business,48,4,29.8,0,0,consistent,0.42,7159.41,1
21,male,43088.44,3590.7,unemployed,13.5,0.0,2745.29,6743.0,26583.1,auto,48,5,0.7,0,1,consistent,0.19,0.0,1
68,female,63048.75,5254.06,employed,9.5,40474.01,2155.07,913.16,36286.88,personal,24,1,45.0,1,0,consistent,0.271,14454.78,0
22,female,53881.03,4490.09,employed,9.3,17647.31,2190.49,584.18,28759.44,medical,60,3,1.7,0,0,consistent,0.182,3956.28,1
68,male,20774.31,1731.19,employed,4.4,9113.36,1098.16,1813.08,26861.37,debt_consolidation,36,1,45.0,0,0,minor_delays,0.157,6552.26,1
22,not_specified,38068.15,3172.35,employed,4.4,24473.53,1407.17,2577.04,45969.55,education,60,4,3.4,0,3,minor_delays,0.464,9482.79,0
45,male,102773.37,8564.45,employed,0.0,21427.63,6853.34,14507.44,18059.4,business,36,3,26.9,1,0,consistent,0.407,16104.24,0
26,female,72002.81,6000.23,unemployed,8.6,28731.26,4861.42,8326.35,13820.36,business,36,4,7.7,0,0,minor_delays,0.039,16814.29,1
25,female,27586.7,2298.89,employed,7.5,5051.83,1908.13,6528.17,18950.94,debt_consolidation,72,2,0.9,0,1,consistent,0.455,3526.95,1
53,male,21950.79,1829.23,self_employed,10.6,16821.68,691.91,353.37,6934.42,education,36,2,31.1,1,1,minor_delays,0.517,5756.83,0
55,male,59083.74,4923.64,self_employed,4.7,0.0,2924.09,3797.53,17743.97,debt_consolidation,12,3,28.9,0,0,consistent,0.128,0.0,1
26,male,102590.85,8549.24,employed,4.9,20996.01,7119.32,8880.77,500.0,medical,60,4,3.2,0,1,minor_delays,0.441,10344.88,1
67,male,57144.29,4762.02,employed,6.2,12724.66,2652.61,13094.06,11175.29,auto,36,1,45.0,0,0,consistent,0.908,5722.89,1
36,female,95981.99,7998.5,self_employed,9.1,16372.11,5971.82,7656.33,15731.33,debt_consolidation,60,2,16.9,0,0,consistent,0.708,9075.1,1
36,female,71150.2,5929.18,employed,0.0,11243.8,4066.65,4500.81,27445.99,business,60,5,14.9,0,0,consistent,0.394,8138.36,0
35,female,74252.51,6187.71,employed,8.4,9988.13,3390.3,19211.36,29222.0,home,12,4,13.2,0,0,irregular,0.237,8352.02,1
43,male,27271.27,2272.61,self_employed,5.4,2581.23,1153.46,366.88,6400.21,debt_consolidation,48,3,17.6,0,0,consistent,0.371,1590.08,1
29,male,86375.6,7197.97,employed,1.3,22485.16,5197.39,8322.15,39836.37,business,72,2,5.4,0,2,consistent,0.163,8052.0,1
41,male,53291.77,4440.98,employed,0.0,30876.45,1892.59,7217.74,18632.11,home,60,0,19.8,0,0,irregular,0.721,12560.2,0
31,male,84440.4,7036.7,self_employed,5.0,6319.98,5912.73,6083.74,19640.49,debt_consolidation,36,1,3.2,0,3,minor_delays,0.277,5270.59,1
23,female,40831.58,3402.63,employed,11.3,19642.49,2308.93,3937.43,500.0,business,48,2,0.0,0,2,irregular,0.496,6810.95,0
38,male,66603.28,5550.27,employed,12.2,18186.2,2295.35,5104.26,10179.37,home,48,3,19.6,0,0,poor,0.292,4845.68,1
53,not_specified,71152.08,5929.34,employed,6.9,13097.17,4453.0,4088.17,28548.06,debt_consolidation,24,1,30.3,0,2,consistent,0.516,11064.66,1
57,female,57995.13,4832.93,contract,13.3,0.0,2879.14,3055.31,18867.56,debt_consolidation,48,2,37.6,1,1,minor_delays,0.611,0.0,1
37,female,72518.18,6043.18,self_employed,5.3,0.0,2818.09,4489.83,18185.96,auto,36,1,18.9,2,1,consistent,0.424,0.0,1
36,male,55073.68,4589.47,retired,9.3,3628.22,4120.47,14563.71,19498.89,auto,36,2,15.7,0,0,irregular,0.526,1095.45,1
58,female,45124.45,3760.37,contract,3.7,0.0,2858.63,3945.2,1124.75,auto,36,0,37.8,0,0,minor_delays,0.399,0.0,1
53,male,103742.57,8645.21,self_employed,3.4,29896.37,5947.96,7194.9,15937.31,personal,60,3,32.4,0,0,irregular,0.638,9880.93,1
60,female,89272.77,7439.4,self_employed,2.8,17412.44,6203.37,3144.36,32491.63,home,36,3,43.8,0,2,consistent,0.416,14417.58,1
64,female,42217.52,3518.13,employed,0.0,12640.47,2321.98,195.12,28953.78,medical,36,1,41.5,0,0,minor_delays,0.276,2969.33,1
60,not_specified,76779.55,6398.3,employed,10.6,0.0,3849.46,2236.88,15622.81,auto,12,2,38.4,0,0,irregular,0.323,0.0,1
65,female,42690.35,3557.53,self_employed,2.9,0.0,1629.29,901.15,34200.36,business,24,2,44.9,0,0,consistent,0.724,0.0,0
40,female,31198.2,2599.85,employed,2.3,12971.9,1137.26,3504.25,3149.92,auto,72,2,15.3,0,1,consistent,0.677,7745.8,0
39,female,88879.05,7406.59,unemployed,0.8,36645.88,4415.97,645.56,6311.33,debt_consolidation,36,3,18.8,0,0,irregular,0.484,18151.14,0
36,female,17693.41,1474.45,employed,4.7,4616.27,899.28,7553.71,37499.85,auto,24,1,13.9,0,2,poor,0.142,2330.65,0
32,female,86098.25,7174.85,employed,12.6,23365.58,5510.2,7554.16,23357.7,business,72,1,9.0,0,1,minor_delays,0.386,12888.97,1
56,male,55429.22,4619.1,employed,13.9,7241.17,2780.65,3986.39,13822.24,debt_consolidation,12,2,39.4,0,1,consistent,0.337,6491.07,1
55,female,56499.79,4708.32,employed,0.0,13662.87,3239.8,209.71,16391.5,home,36,4,30.9,0,0,consistent,0.357,9175.37,1
59,female,72653.53,6054.46,student,4.1,27576.21,4992.12,13593.36,8127.06,business,60,4,37.9,0,0,minor_delays,0.317,14917.13,0
29,female,77111.17,6425.93,employed,1.4,8848.58,5887.44,9873.54,20042.52,education,60,3,7.6,0,2,irregular,0.348,3763.26,1
44,male,40515.08,3376.26,contract,9.5,4718.74,1802.38,3589.38,19171.27,auto,24,0,26.3,0,3,consistent,0.562,2607.87,1
31,female,80660.87,6721.74,employed,6.6,30016.85,5808.35,20005.82,17218.73,education,48,1,13.6,0,0,consistent,0.374,25389.18,1
